time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1941-09-14T04:08:44.100Z,-0.387,132.63,25,6.23,mw,,,,,iscgem,iscgem900998,2022-04-26T19:29:59.110Z,"161 km ENE of Sorong, Indonesia",earthquake,,11.3,0.2,,reviewed,iscgem,iscgem
1941-09-18T02:05:08.160Z,-0.399,132.552,25,6.12,mw,,,,,iscgem,iscgem901008,2022-04-26T19:30:12.331Z,"153 km ENE of Sorong, Indonesia",earthquake,,11.3,0.55,,reviewed,iscgem,iscgem
1941-11-08T23:37:28.840Z,0.731,122.835,35,7.43,mw,,,,,iscgem,iscgem901068,2022-04-26T19:31:29.625Z,"33 km NW of Gorontalo, Indonesia",earthquake,,25,0.23,,reviewed,iscgem,iscgem
1941-12-09T02:43:09.850Z,-3.154,121.035,15,6.04,mw,,,,,iscgem,iscgem901118,2022-04-26T19:32:34.858Z,"94 km E of Palopo, Indonesia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1942-01-27T13:29:11.220Z,-4.138,135.102,17.5,7.06,mw,,,,,iscgem,iscgem900176,2022-04-26T19:16:37.442Z,"96 km SSW of Nabire, Indonesia",earthquake,,10.2,0.24,,reviewed,iscgem,iscgem
1942-01-30T12:12:09.530Z,5.879,95.349,15,6.64,mw,,,,,iscgem,iscgem900178,2022-04-26T19:16:41.211Z,"3 km ESE of Sabang, Indonesia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1942-05-24T03:26:31.210Z,5.189,96.779,15,6.13,mw,,,,,iscgem,iscgem900297,2022-04-26T19:17:59.630Z,"8 km E of Bireun, Indonesia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1942-07-29T22:49:18.490Z,-2.825,127.512,35,6.6,mw,,,,,iscgem,iscgem900402,2022-04-26T19:19:41.356Z,"121 km NW of Ambon, Indonesia",earthquake,,11,0.24,,reviewed,iscgem,iscgem
1942-12-13T19:12:48.430Z,0.389,126.262,25,6.11,mw,,,,,iscgem,iscgem9342035,2022-04-26T19:40:56.193Z,"132 km WSW of Ternate, Indonesia",earthquake,,15.8,0.53,,reviewed,iscgem,iscgem
1943-02-21T18:10:13.770Z,-7.051,122.557,15,6.01,mw,,,,,iscgemsup,iscgemsup899722,2022-05-09T16:30:51.741Z,"177 km NNE of Maumere, Indonesia",earthquake,,18.4,0.74,,reviewed,iscgemsup,iscgemsup
1943-04-01T14:18:17.730Z,-6.301,105.564,35,6.98,mw,,,,,iscgem,iscgem899784,2022-05-09T22:49:12.981Z,"30 km WNW of Labuan, Indonesia",earthquake,,17.8,0.62,,reviewed,iscgem,iscgem
1943-06-07T23:20:13.140Z,-3.038,101.986,15,6.23,mw,,,,,iscgem,iscgem899869,2022-04-26T19:11:29.581Z,"76 km NW of Curup, Indonesia",earthquake,,24.3,0.2,,reviewed,iscgem,iscgem
1943-06-08T20:42:43.280Z,-2.84,102.195,15,7.38,mw,,,,,iscgem,iscgem899871,2022-04-26T19:11:31.970Z,"78 km NNW of Curup, Indonesia",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1943-06-09T03:06:18.520Z,-0.938,100.937,10,7.73,mw,,,,,iscgem,iscgem899872,2022-04-26T19:11:37.349Z,"26 km S of Sijunjung, Indonesia",earthquake,,3.8,0.2,,reviewed,iscgem,iscgem
1943-07-08T14:35:48.080Z,3.532,126.629,35,6.2,mw,,,,,iscgem,iscgem899922,2022-04-26T19:12:33.765Z,"244 km SSE of Sarangani, Philippines",earthquake,,19.1,0.2,,reviewed,iscgem,iscgem
1943-07-23T14:53:09.890Z,-8.621,109.842,60,7.44,mw,,,,,iscgem,iscgem899940,2022-04-26T19:12:40.568Z,"87 km SSW of Srandakan, Indonesia",earthquake,,5.4,0.3,,reviewed,iscgem,iscgem
1943-09-05T08:34:39.960Z,1.029,122.269,35,6.55,mw,,,,,iscgem,iscgem899984,2022-04-26T19:13:10.929Z,"103 km WNW of Gorontalo, Indonesia",earthquake,,24.2,0.41,,reviewed,iscgem,iscgem
1943-11-06T08:31:40.420Z,-5.546,134.085,15,7.65,mw,,,,,iscgem,iscgem900076,2022-04-26T19:14:29.518Z,"147 km E of Tual, Indonesia",earthquake,,5.9,0.38,,reviewed,iscgem,iscgem
1943-12-03T04:38:06.670Z,-3.09,139.989,35,6.52,mw,,,,,iscgem,iscgem900119,2022-04-26T19:15:28.466Z,"89 km SW of Abepura, Indonesia",earthquake,,5.2,0.2,,reviewed,iscgem,iscgem
1944-01-05T21:12:48.310Z,-2.892,101.313,45,6.6,mw,,,,,iscgem,iscgem899260,2022-04-26T19:05:05.052Z,"92 km S of Sungai Penuh, Indonesia",earthquake,,5.2,0.33,,reviewed,iscgem,iscgem
1944-03-31T02:51:45.920Z,-5.466,131.417,65,6.36,mw,,,,,iscgem,iscgem899344,2022-04-26T19:06:08.217Z,"149 km W of Tual, Indonesia",earthquake,,26.1,0.2,,reviewed,iscgem,iscgem
1944-04-26T01:54:16.340Z,-0.637,133.757,15,6.8,mw,,,,,iscgem,iscgem899364,2022-04-26T19:06:13.913Z,"42 km NW of Manokwari, Indonesia",earthquake,,6.2,0.4,,reviewed,iscgem,iscgem
1944-04-27T14:38:12.380Z,-0.901,134.028,15,7.6,mw,,,,,iscgem,iscgem899365,2022-04-26T19:06:15.296Z,"5 km SW of Manokwari, Indonesia",earthquake,,4.6,0.4,,reviewed,iscgem,iscgem
1944-04-27T19:05:09.560Z,-0.82,133.08,20,6.29,mw,,,,,iscgemsup,iscgemsup899366,2022-05-09T16:24:21.091Z,"109 km W of Manokwari, Indonesia",earthquake,,25,1.12,,reviewed,iscgemsup,iscgemsup
1944-08-08T08:33:24.000Z,-3.525,140.062,65,6.32,mw,,,,,iscgem,iscgem899495,2022-04-26T19:07:03.783Z,"120 km SSW of Abepura, Indonesia",earthquake,,23.9,0.37,,reviewed,iscgem,iscgem
1944-09-11T09:45:26.370Z,1.032,126.15,15,6.72,mw,,,,,iscgem,iscgem899539,2022-04-26T19:07:30.396Z,"139 km W of Ternate, Indonesia",earthquake,,23.1,0.23,,reviewed,iscgem,iscgem
1944-09-14T06:39:02.910Z,-8.608,108.046,35,6.3,mw,,,,,iscgem,iscgem899541,2022-04-26T19:07:31.952Z,"136 km S of Kawalu, Indonesia",earthquake,,22,0.38,,reviewed,iscgem,iscgem
1944-10-14T20:16:15.040Z,1.359,127.729,15,6.36,mw,,,,,iscgem,iscgem899580,2022-05-09T22:49:16.794Z,"51 km SW of Tobelo, Indonesia",earthquake,,24.2,0.28,,reviewed,iscgem,iscgem
1944-11-01T12:01:18.600Z,-4.628,103.413,15,6.05,mw,,,,,iscgem,iscgem899606,2022-04-26T19:08:49.032Z,"69 km SSE of Pagar Alam, Indonesia",earthquake,,14.1,0.2,,reviewed,iscgem,iscgem
1944-11-15T20:47:08.140Z,4.544,127.324,60,6.82,mw,,,,,iscgem,iscgem899618,2022-04-26T19:08:57.916Z,"227 km ESE of Sarangani, Philippines",earthquake,,5.2,0.2,,reviewed,iscgem,iscgem
1945-06-20T08:48:47.980Z,-4.294,139.719,25,6.07,mw,,,,,iscgem,iscgem898965,2022-04-26T19:01:34.112Z,"213 km SSW of Abepura, Indonesia",earthquake,,13.3,0.2,,reviewed,iscgem,iscgem
1945-07-22T10:40:00.540Z,4.394,95.58,65,6.24,mw,,,,,iscgem,iscgem899008,2022-04-26T19:01:54.039Z,"66 km WNW of Meulaboh, Indonesia",earthquake,,9.1,0.22,,reviewed,iscgem,iscgem
1945-07-23T03:54:57.190Z,5.207,95.898,15,6.67,mw,,,,,iscgem,iscgem899009,2022-04-26T19:01:59.863Z,"20 km SSW of Sigli, Indonesia",earthquake,,8.6,0.25,,reviewed,iscgem,iscgem
1945-10-16T16:03:02.610Z,-0.056,123.892,55,6.42,mw,,,,,iscgem,iscgem899137,2022-04-26T19:03:19.056Z,"113 km SE of Gorontalo, Indonesia",earthquake,,6,0.28,,reviewed,iscgem,iscgem
1945-11-22T20:50:45.320Z,-9.712,118.754,35,6.04,mw,,,,,iscgem,iscgem899207,2022-04-26T19:03:55.890Z,"133 km SSE of Dompu, Indonesia",earthquake,,41.6,0.2,,reviewed,iscgem,iscgem
1946-01-07T06:14:05.820Z,1.429,121.385,35,6.19,mw,,,,,iscgem,iscgem898211,2022-04-26T18:52:58.758Z,"211 km WNW of Gorontalo, Indonesia",earthquake,,25,0.34,,reviewed,iscgem,iscgem
1946-02-24T09:29:03.630Z,0.475,120.332,35,6.11,mw,,,,,iscgem,iscgem898262,2022-04-26T18:53:50.649Z,"161 km NNE of Palu, Indonesia",earthquake,,23.1,0.44,,reviewed,iscgem,iscgem
1946-02-28T02:22:44.610Z,0.845,120.631,35,6.24,mw,,,,,iscgem,iscgem898265,2022-04-26T18:53:56.499Z,"211 km NNE of Palu, Indonesia",earthquake,,7.8,0.2,,reviewed,iscgem,iscgem
1946-03-26T17:09:10.980Z,-3.999,101.922,45,6.64,mw,,,,,iscgem,iscgem898303,2022-04-26T18:54:18.591Z,"44 km WSW of Bengkulu, Indonesia",earthquake,,15.6,0.2,,reviewed,iscgem,iscgem
1946-05-08T05:20:27.130Z,-0.729,99.025,35,6.99,mw,,,,,iscgem,iscgem898378,2022-04-26T18:55:29.459Z,"122 km W of Pariaman, Indonesia",earthquake,,9.9,0.39,,reviewed,iscgem,iscgem
1946-06-15T18:29:12.080Z,-2.261,128.09,15,6.4,mw,,,,,iscgem,iscgem898428,2022-04-26T18:56:20.916Z,"150 km NW of Amahai, Indonesia",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1946-11-02T14:04:02.610Z,5.528,126.229,35,6.24,mw,,,,,iscgem,iscgem898645,2022-04-26T18:58:15.460Z,"78 km ESE of Caburan, Philippines",earthquake,,14.7,0.33,,reviewed,iscgem,iscgem
1947-04-02T05:39:16.110Z,-1.102,137.839,15,7.3,mw,,,,,iscgem,iscgem897799,2022-04-26T18:47:30.123Z,"195 km E of Biak, Indonesia",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1947-05-11T18:40:02.150Z,-9.057,105.812,15,6.11,mw,,,,,iscgemsup,iscgemsup897854,2022-05-09T15:44:52.647Z,"south of Java, Indonesia",earthquake,,25,0.85,,reviewed,iscgemsup,iscgemsup
1947-05-27T05:58:57.740Z,-1.868,135.017,15,7.6,mw,,,,,iscgem,iscgem897871,2022-04-26T18:48:52.487Z,"138 km SW of Insrom, Indonesia",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1947-06-12T09:02:28.010Z,1.153,126.079,15,7.08,mw,,,,,iscgem,iscgem897890,2022-04-26T18:49:24.723Z,"128 km ESE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1947-09-25T23:31:10.500Z,1.26,127.53,15,6.64,mw,,,,,iscgem,iscgem898043,2022-04-26T18:51:28.277Z,"54 km NNE of Ternate, Indonesia",earthquake,,24.2,0.2,,reviewed,iscgem,iscgem
1947-10-05T18:40:51.230Z,-4.308,134.512,25,6.4,mw,,,,,iscgem,iscgem898056,2022-04-26T18:51:38.040Z,"151 km SW of Nabire, Indonesia",earthquake,,6.6,0.26,,reviewed,iscgem,iscgem
1947-11-01T05:59:48.630Z,-3.957,101.723,35,6.29,mw,,,,,iscgem,iscgem898102,2022-04-26T18:52:15.929Z,"62 km WSW of Bengkulu, Indonesia",earthquake,,6.6,0.32,,reviewed,iscgem,iscgem
1948-01-28T03:47:17.670Z,1.591,126.537,15,6.52,mw,,,,,iscgem,iscgem897169,2022-04-26T18:39:16.921Z,"129 km NW of Ternate, Indonesia",earthquake,,20.8,0.29,,reviewed,iscgem,iscgem
1948-03-01T01:12:27.330Z,-3.196,127.181,15,7.14,mw,,,,,iscgem,iscgem897217,2022-04-26T18:39:51.783Z,"124 km WNW of Ambon, Indonesia",earthquake,,5.3,0.32,,reviewed,iscgem,iscgem
1948-03-13T20:02:32.610Z,1.617,126.48,15,6.59,mw,,,,,iscgem,iscgem897241,2022-04-26T18:40:19.312Z,"135 km NW of Ternate, Indonesia",earthquake,,20.8,0.2,,reviewed,iscgem,iscgem
1948-03-24T05:19:39.220Z,-6.382,105.559,35,6.41,mw,,,,,iscgem,iscgem897262,2022-04-26T18:40:42.131Z,"29 km W of Labuan, Indonesia",earthquake,,17.8,0.3,,reviewed,iscgem,iscgem
1948-04-18T12:19:55.310Z,-2.369,138.398,15,6.82,mw,,,,,iscgem,iscgem897282,2022-04-26T18:41:19.184Z,"Papua, Indonesia",earthquake,,4.7,0.33,,reviewed,iscgem,iscgem
1948-06-21T12:05:26.830Z,3.569,125.469,15,6.35,mw,,,,,iscgem,iscgem897404,2022-04-26T18:43:04.001Z,"202 km S of Sarangani, Philippines",earthquake,,47.4,0.2,,reviewed,iscgem,iscgem
1948-07-18T06:43:28.210Z,0.624,121.821,35,6.25,mw,,,,,iscgem,iscgem897442,2022-04-26T18:43:58.670Z,"138 km W of Gorontalo, Indonesia",earthquake,,55.6,0.2,,reviewed,iscgem,iscgem
1949-02-01T18:15:57.650Z,-3.633,135.396,25,6.46,mw,,,,,iscgem,iscgem896306,2022-04-26T18:34:04.581Z,"32 km SSW of Nabire, Indonesia",earthquake,,8.8,0.27,,reviewed,iscgem,iscgem
1949-03-04T01:17:02.280Z,-4.418,101.907,55,6.28,mw,,,,,iscgem,iscgem896377,2022-04-26T18:34:46.721Z,"southern Sumatra, Indonesia",earthquake,,6,0.2,,reviewed,iscgem,iscgem
1949-03-27T06:34:09.400Z,2.428,127.657,60,7.05,mw,,,,,iscgem,iscgem896433,2022-04-26T18:35:17.460Z,"86 km NNW of Tobelo, Indonesia",earthquake,,8,0.2,,reviewed,iscgem,iscgem
1949-04-23T11:15:33.430Z,-7.831,120.56,20,6.35,mw,,,,,iscgem,iscgem896483,2022-04-26T18:35:35.790Z,"86 km N of Ruteng, Indonesia",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1949-05-09T13:36:26.870Z,4.775,95.73,50,6.41,mw,,,,,iscgem,iscgem896516,2022-04-26T18:35:59.841Z,"72 km SSW of Sigli, Indonesia",earthquake,,6,0.2,,reviewed,iscgem,iscgem
1949-05-16T04:32:24.400Z,-9.925,120.328,35,6.21,mw,,,,,iscgem,iscgem896532,2022-04-26T18:36:11.285Z,"30 km SSE of Waingapu, Indonesia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1949-06-24T22:38:49.540Z,-6.343,105.438,60,6.28,mw,,,,,iscgem,iscgem896607,2022-04-26T18:36:43.887Z,"43 km W of Labuan, Indonesia",earthquake,,6.1,0.2,,reviewed,iscgem,iscgem
1949-06-26T08:41:25.450Z,-0.08,124.861,55,6.24,mw,,,,,iscgem,iscgem896612,2022-04-26T18:36:45.356Z,"153 km S of Tondano, Indonesia",earthquake,,14.6,0.2,,reviewed,iscgem,iscgem
1949-09-14T19:50:18.440Z,1.036,126.098,15,6.96,mw,,,,,iscgem,iscgem896854,2022-04-26T18:37:43.459Z,"134 km ESE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,23.1,0.25,,reviewed,iscgem,iscgem
1949-11-02T02:32:35.550Z,-2.884,134.683,25,6.42,mw,,,,,iscgem,iscgem896990,2022-04-26T18:38:16.777Z,"105 km WNW of Nabire, Indonesia",earthquake,,18.6,0.6,,reviewed,iscgem,iscgem
1950-03-27T21:18:36.030Z,-5.729,103.083,35,6.41,mw,,,,,iscgem,iscgem895320,2022-04-26T18:24:45.133Z,"189 km S of Pagar Alam, Indonesia",earthquake,,4.7,0.3,,reviewed,iscgem,iscgem
1950-06-19T12:37:06.290Z,-6.826,112.017,45,6.57,mw,,,,,iscgem,iscgem895528,2022-04-26T18:25:52.567Z,"9 km NW of Tuban, Indonesia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1950-06-25T11:05:59.680Z,5.271,126.942,57.6,6.16,mw,,,,,iscgem,iscgem895544,2022-04-26T18:25:57.180Z,"147 km SE of Pondaguitan, Philippines",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1950-07-29T16:45:58.610Z,2.384,127.233,30,6.33,mw,,,,,iscgem,iscgem895637,2022-04-26T18:26:40.816Z,"112 km NW of Tobelo, Indonesia",earthquake,,17.1,0.2,,reviewed,iscgem,iscgem
1950-08-29T22:27:25.940Z,0.983,98.686,55,6.35,mw,,,,,iscgem,iscgem895768,2022-04-26T18:28:27.539Z,"78 km SW of Padangsidempuan, Indonesia",earthquake,,9.6,0.2,,reviewed,iscgem,iscgem
1950-08-30T06:51:06.450Z,-3.954,129.121,20,6.13,mw,,,,,iscgem,iscgem895771,2022-04-26T18:28:29.142Z,"Seram, Indonesia",earthquake,,22.4,0.27,,reviewed,iscgem,iscgem
1950-09-14T09:05:52.890Z,-0.18,124.769,35,6.19,mw,,,,,iscgem,iscgem895829,2022-04-26T18:29:28.090Z,"165 km S of Tondano, Indonesia",earthquake,,14.6,0.2,,reviewed,iscgem,iscgem
1950-09-19T20:29:53.560Z,-2.077,138.151,30,7.2,mw,,,,,iscgem,iscgem895844,2022-04-26T18:29:44.936Z,"250 km ESE of Biak, Indonesia",earthquake,,2.8,0.4,,reviewed,iscgem,iscgem
1950-10-08T03:23:13.540Z,-4.199,128.233,20,7.3,mw,,,,,iscgem,iscgem895901,2022-04-26T18:30:54.282Z,"55 km S of Ambon, Indonesia",earthquake,,16,0.27,,reviewed,iscgem,iscgem
1950-12-18T15:44:49.920Z,-3.688,128.277,35,6.29,mw,,,,,iscgem,iscgem896201,2022-04-26T18:33:31.131Z,"10 km E of Ambon, Indonesia",earthquake,,35.2,0.2,,reviewed,iscgem,iscgem
1951-01-15T10:32:07.600Z,-4.842,133.983,15,6.27,mw,,,,,iscgem,iscgem894028,2022-04-26T18:12:17.805Z,"161 km ENE of Tual, Indonesia",earthquake,,8.3,0.3,,reviewed,iscgem,iscgem
1951-03-09T19:44:23.900Z,-8.931,124.027,35,6.71,mw,,,,,iscgem,iscgem894164,2022-04-26T18:13:23.468Z,"49 km NW of Pante Makasar, Timor Leste",earthquake,,6,0.23,,reviewed,iscgem,iscgem
1951-04-13T10:14:43.560Z,-9.957,119.031,25,6.26,mw,,,,,iscgem,iscgem894255,2022-04-26T18:14:10.969Z,"139 km WSW of Waingapu, Indonesia",earthquake,,4.7,0.2,,reviewed,iscgem,iscgem
1951-05-29T06:03:15.160Z,-3.061,139.736,25,6.28,mw,,,,,iscgem,iscgem894379,2022-04-26T18:14:52.300Z,"112 km WSW of Abepura, Indonesia",earthquake,,16.3,0.2,,reviewed,iscgem,iscgem
1951-05-30T19:57:07.870Z,-2.88,126.587,35,6.14,mw,,,,,iscgem,iscgem894382,2022-04-26T18:14:58.547Z,"199 km WNW of Ambon, Indonesia",earthquake,,5.1,0.23,,reviewed,iscgem,iscgem
1951-07-29T23:32:45.700Z,-4.908,129.505,15,6.1,mw,,,,,iscgem,iscgem894567,2022-04-26T18:16:40.702Z,"185 km SSE of Amahai, Indonesia",earthquake,,36.3,0.45,,reviewed,iscgem,iscgem
1951-08-12T21:10:01.020Z,-3.483,140.595,15,6.17,mw,,,,,iscgem,iscgem894617,2022-04-26T18:17:02.235Z,"98 km S of Abepura, Indonesia",earthquake,,11.4,0.31,,reviewed,iscgem,iscgem
1951-08-18T03:38:16.020Z,0.406,125.783,30,6.13,mw,,,,,iscgem,iscgem894629,2022-04-26T18:17:20.306Z,"138 km SE of Tondano, Indonesia",earthquake,,15.4,0.38,,reviewed,iscgem,iscgem
1951-10-31T06:56:28.760Z,-0.363,98.223,50,6.47,mw,,,,,iscgem,iscgem894865,2022-04-26T18:20:15.833Z,"213 km W of Pariaman, Indonesia",earthquake,,6,0.22,,reviewed,iscgem,iscgem
1952-02-14T03:38:17.380Z,-7.78,126.493,25,7.02,mw,,,,,iscgem,iscgem892487,2022-04-26T17:59:49.158Z,"77 km N of Baukau, Timor Leste",earthquake,,25,0.29,,reviewed,iscgem,iscgem
1952-03-15T11:15:51.180Z,-3.48,101.967,15,6.33,mw,,,,,iscgem,iscgem892639,2022-04-26T18:01:44.250Z,"48 km NW of Bengkulu, Indonesia",earthquake,,17.6,0.2,,reviewed,iscgem,iscgem
1952-03-23T15:21:23.060Z,3.669,126.362,25,6.19,mw,,,,,iscgem,iscgem892671,2022-04-26T18:01:54.278Z,"216 km SSE of Sarangani, Philippines",earthquake,,19.1,0.2,,reviewed,iscgem,iscgem
1952-04-14T23:49:58.850Z,3.733,126.642,70,6.23,mw,,,,,iscgem,iscgem892768,2022-04-26T18:02:04.614Z,"226 km SE of Sarangani, Philippines",earthquake,,19.1,0.39,,reviewed,iscgem,iscgem
1952-05-24T16:06:02.920Z,-0.317,98.8,30,6.56,mw,,,,,iscgem,iscgem892948,2022-04-26T18:03:24.489Z,"150 km WNW of Pariaman, Indonesia",earthquake,,9.9,0.4,,reviewed,iscgem,iscgem
1952-06-17T12:03:48.920Z,-5.298,123.729,25,6.14,mw,,,,,iscgem,iscgem893037,2022-04-26T18:04:11.068Z,"140 km ESE of Katabu, Indonesia",earthquake,,25,0.34,,reviewed,iscgem,iscgem
1952-07-13T17:34:32.530Z,-3.239,127.181,25,6.49,mw,,,,,iscgem,iscgem893145,2022-04-26T18:05:00.317Z,"122 km WNW of Ambon, Indonesia",earthquake,,11.3,0.32,,reviewed,iscgem,iscgem
1953-04-06T00:36:24.960Z,-6.841,132.038,63.3,6.26,mw,,,,,iscgem,iscgem891611,2022-04-26T17:50:10.371Z,"155 km SSW of Tual, Indonesia",earthquake,,6.3,0.2,,reviewed,iscgem,iscgem
1953-04-07T23:58:13.820Z,3.117,127.203,35,6.01,mw,,,,,iscgem,iscgem891616,2022-04-26T17:50:12.729Z,"177 km NNW of Tobelo, Indonesia",earthquake,,14.2,0.44,,reviewed,iscgem,iscgem
1953-06-10T18:23:54.270Z,-4.076,128.486,50,6.04,mw,,,,,iscgem,iscgem891745,2022-04-26T17:51:26.135Z,"53 km SE of Ambon, Indonesia",earthquake,,5.2,0.55,,reviewed,iscgem,iscgem
1953-06-25T10:45:05.420Z,-8.552,123.897,25,6.84,mw,,,,,iscgem,iscgem17280592,2022-04-26T16:04:47.171Z,"89 km NW of Pante Makasar, Timor Leste",earthquake,,37.9,0.37,,reviewed,iscgem,iscgem
1953-06-26T05:42:57.070Z,-8.462,123.992,25,6.82,mw,,,,,iscgem,iscgem891785,2022-04-26T17:51:37.906Z,"92 km NNW of Pante Makasar, Timor Leste",earthquake,,37.9,0.2,,reviewed,iscgem,iscgem
1953-07-12T06:43:11.460Z,-2.088,138.837,28,6.29,mw,,,,,iscgem,iscgem891825,2022-04-26T17:52:21.051Z,"207 km WNW of Abepura, Indonesia",earthquake,,11.4,0.2,,reviewed,iscgem,iscgem
1953-11-07T13:03:13.300Z,-0.633,98.553,25,6.08,mw,,,,,iscgem,iscgem892138,2022-04-26T17:57:13.875Z,"174 km W of Pariaman, Indonesia",earthquake,,3.1,0.32,,reviewed,iscgem,iscgem
1954-01-01T13:04:18.520Z,-8.981,123.668,60,6.21,mw,,,,,iscgemsup,iscgemsup890215,2022-05-09T20:03:11.722Z,"69 km N of Naisano Dua, Indonesia",earthquake,,6.1,0.78,,reviewed,iscgemsup,iscgemsup
1954-06-06T16:50:40.000Z,-3.637,135.656,10,6.86,mw,,,,,iscgem,iscgem890733,2022-04-26T17:43:43.865Z,"35 km SSE of Nabire, Indonesia",earthquake,,8.8,0.2,,reviewed,iscgem,iscgem
1954-07-03T22:31:27.020Z,-6.624,105.447,60,6.82,mw,,,,,iscgem,iscgem890812,2022-04-26T17:44:40.650Z,"50 km WSW of Labuan, Indonesia",earthquake,,5.2,0.43,,reviewed,iscgem,iscgem
1954-09-04T03:28:36.380Z,-3.408,139.399,47.9,6.39,mw,,,,,iscgem,iscgem891023,2022-04-26T17:46:32.883Z,"163 km WSW of Abepura, Indonesia",earthquake,,6.2,0.43,,reviewed,iscgem,iscgem
1954-09-20T00:39:36.370Z,-1.937,120.402,50,6,mw,,,,,iscgem,iscgem891091,2022-04-26T17:47:11.128Z,"71 km SSW of Poso, Indonesia",earthquake,,21.4,0.2,,reviewed,iscgem,iscgem
1954-10-03T23:21:46.890Z,-1.32,126.857,25,6.01,mw,,,,,iscgem,iscgem891132,2022-04-26T17:47:22.102Z,"240 km SSW of Sofifi, Indonesia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1954-10-14T01:35:08.560Z,-7.538,127.683,35,6.31,mw,,,,,iscgemsup,iscgemsup891164,2022-05-09T20:08:08.561Z,"132 km NE of Lospalos, Timor Leste",earthquake,,16.5,0.77,,reviewed,iscgemsup,iscgemsup
1954-11-02T08:24:16.570Z,-8.128,118.986,20,6.74,mw,,,,,iscgem,iscgem891222,2022-04-26T17:47:57.982Z,"46 km NE of Bima, Indonesia",earthquake,,25,0.24,,reviewed,iscgem,iscgem
1955-02-14T16:53:22.890Z,3.459,126.864,35,6.3,mw,,,,,iscgem,iscgem889217,2022-04-26T17:31:46.759Z,"229 km NNW of Tobelo, Indonesia",earthquake,,22.4,0.29,,reviewed,iscgem,iscgem
1955-03-06T06:18:09.840Z,-1.812,100.454,38.3,6.09,mw,,,,,iscgem,iscgem889286,2022-04-26T17:32:20.189Z,"southern Sumatra, Indonesia",earthquake,,5.1,0.2,,reviewed,iscgem,iscgem
1955-05-29T15:34:09.510Z,-10.158,110.956,25,6.4,mw,,,,,iscgem,iscgem889579,2022-04-26T17:34:24.947Z,"244 km SSW of Trenggalek, Indonesia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1955-05-30T23:27:00.170Z,-3.185,136.848,55,6.29,mw,,,,,iscgem,iscgem889585,2022-04-26T17:34:27.967Z,"Papua, Indonesia",earthquake,,5.3,0.2,,reviewed,iscgem,iscgem
1955-07-23T12:48:35.560Z,-7.363,128.065,35,6.45,mw,,,,,iscgem,iscgem889778,2022-04-26T17:35:22.950Z,"173 km NE of Lospalos, Timor Leste",earthquake,,5.1,0.57,,reviewed,iscgem,iscgem
1955-08-21T17:34:07.360Z,-2.945,137.493,41.3,6.74,mw,,,,,iscgem,iscgem889850,2022-04-26T17:35:41.324Z,"226 km ENE of Nabire, Indonesia",earthquake,,5.4,0.25,,reviewed,iscgem,iscgem
1955-09-09T09:42:04.590Z,-1.995,100.141,40.6,6,mw,,,,,iscgem,iscgem889902,2022-04-26T17:36:49.204Z,"118 km SSW of Padang, Indonesia",earthquake,,5.2,0.23,,reviewed,iscgem,iscgem
1955-09-15T12:30:36.820Z,-4.76,134.142,35,6.38,mw,,,,,iscgem,iscgem889921,2022-04-26T17:37:08.896Z,"181 km ENE of Tual, Indonesia",earthquake,,8.3,0.2,,reviewed,iscgem,iscgem
1955-10-21T23:09:49.250Z,-0.49,123.412,35,6.4,mw,,,,,iscgem,iscgem890017,2022-04-26T17:38:25.346Z,"86 km NE of Luwuk, Indonesia",earthquake,,14.1,0.38,,reviewed,iscgem,iscgem
1956-04-02T10:50:00.640Z,1.864,96.667,29.9,6.31,mw,,,,,iscgem,iscgem888133,2022-04-26T17:23:18.074Z,"75 km SSE of Sinabang, Indonesia",earthquake,,4,0.2,,reviewed,iscgem,iscgem
1957-03-11T12:09:18.400Z,2.073,97.15,35,6.15,mw,,,,,iscgem,iscgem886100,2022-04-26T17:09:20.895Z,"74 km WSW of Singkil, Indonesia",earthquake,,2.9,0.2,,reviewed,iscgem,iscgem
1957-04-07T10:14:12.200Z,-0.973,137.053,15,6.32,mw,,,,,iscgem,iscgem886337,2022-04-26T17:10:51.961Z,"110 km ENE of Biak, Indonesia",earthquake,,5.5,0.2,,reviewed,iscgem,iscgem
